,Summary,Custom field (Story Points),Assignee_count,Reporter_count,Creator_count
2026,Add SWIG conda recipe to conda-lsst,1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
2027,New conda-build breaks conda-lsst,1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
2028,TUNIT header is not uniformly applied to columns in FITS table output from afw.table,1.0,0.8286038592508513,0.26282051282051283,0.2591575091575092
2029,Generate docs for Firefly Python API,6.0,0.15664018161180476,0.4468864468864469,0.4441391941391941
2030,summary of JSDoc usage,4.0,0.10556186152099886,0.4468864468864469,0.4441391941391941
2031,File upload function,20.0,0.15664018161180476,0.4468864468864469,0.4441391941391941
2032,Allow DbStorage to be a modern python iterator,0.1,0.9897843359818388,0.7976190476190477,0.7994505494505495
2033,Remove and cleanup swig recipe from conda-lsst,0.5,0.13393870601589103,0.09706959706959707,0.09706959706959707
2034,Modify meas base tests to support pytest,0.5,0.04767309875141884,0.20238095238095238,0.20238095238095238
2035,Upgrade to boost 1.61.x,0.5,0.13393870601589103,0.09706959706959707,0.09706959706959707
2036,Review cat package,4.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
2037,"Any table update ('reset', sorting..) will also reset image options",2.0,0.2383654937570942,0.10347985347985347,0.10256410256410256
2038,Mention the use of standard unittest asserts in python testing dev guide,0.25,0.9897843359818388,0.7976190476190477,0.7994505494505495
2039,Port skymap to Python 3,4.0,0.9897843359818388,0.09706959706959707,0.09706959706959707
2040,Adapt display_ds9 to py3,1.0,0.094211123723042,0.0695970695970696,0.06868131868131869
2041,port tests in ctrl_events to use pytest,2.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
2042,Modify db package to support python3,1.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
2043,Butler Policy class needs to search for policies similar to pex_policy,4.0,0.337116912599319,0.26373626373626374,0.2619047619047619
2044,Enable the text and labels to be selectable and copied from dialogs and frames,12.0,0.0340522133938706,0.10347985347985347,0.10256410256410256
2045,jenkins user listing and per user builds is unreliable,1.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
2046,Modify cat package to support python3,1.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
2047,Support Python 3 in SciSql,10.0,0.12145289443813848,0.040293040293040296,0.039377289377289376
2048,Adapt ctrl_pool to py3,1.0,0.3337116912599319,0.13278388278388278,0.13278388278388278
2049,Add array equality helpers to TestCase,1.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
2050,Record source measurement time in the metadata,1.0,0.4699205448354143,0.022893772893772892,0.02197802197802198
2051,Change default format for float and double to %g,2.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
2052,Smaller readout switch to bigger one unexpectedly,1.0,0.27809307604994327,0.10347985347985347,0.10256410256410256
2053,"Although the table shows more than 1 position, xy plot displays 1 single datapoint",1.0,0.0170261066969353,0.10347985347985347,0.10256410256410256
2054,"Image expand mode had name of image at top left whereas migrated image view has ""Tiled View""",1.0,0.27809307604994327,0.10347985347985347,0.10256410256410256
2055,Firefly table and xy plot 'reset' should returned default values,0.5,0.24971623155505107,0.10347985347985347,0.10256410256410256
2056,Atlas: table scrambled values when few columns are selected,2.0,0.2383654937570942,0.10347985347985347,0.10256410256410256
2057,Integrate Firefly Python API in afw.display (S17),30.0,0.094211123723042,0.4468864468864469,0.4441391941391941
2058,Wrap up summer work,6.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
2059,Port meas_astrom to python 3,2.0,0.5675368898978433,0.7976190476190477,0.7994505494505495
2060,Port meas_algorithms to python 3,2.0,0.3348467650397276,0.7976190476190477,0.7994505494505495
2061,Port pipe_tasks to Python 3,3.0,0.20998864926220204,0.7976190476190477,0.7994505494505495
2062,Port meas_modelfit to Python 3,2.0,0.5675368898978433,0.7976190476190477,0.7994505494505495
2063,Update esutil to version that works on Python 3,1.0,0.3348467650397276,0.7976190476190477,0.7994505494505495
2064,Get astrometry.net that works with Python 3,2.0,0.5675368898978433,0.7976190476190477,0.7994505494505495
2065,Port ip_diffim to Python 3,2.0,0.20998864926220204,0.7976190476190477,0.7994505494505495
2066,Port meas_extensions_photometryKron to Python 3,1.0,0.3337116912599319,0.7976190476190477,0.7994505494505495
2067,Port meas_extensions_simpleShape to python 3,1.0,0.3337116912599319,0.7976190476190477,0.7994505494505495
2068,Port meas_extensions_psfex to Python 3,1.0,0.3337116912599319,0.7976190476190477,0.7994505494505495
2069,Port meas_extensions_shapeHSM to Python 3,1.0,0.3337116912599319,0.7976190476190477,0.7994505494505495
2070,Port obs_lsstSim to Python 3,1.0,0.5675368898978433,0.7976190476190477,0.7994505494505495
2071,Port obs_subaru to Python 3,1.0,0.5675368898978433,0.7976190476190477,0.7994505494505495
2072,Port obs_decam to Python 3,1.0,0.5675368898978433,0.7976190476190477,0.7994505494505495
2073,Port obs_sdss to Python 3,1.0,0.3337116912599319,0.7976190476190477,0.7994505494505495
2074,Port obs_cfht to Python 3,1.0,0.5675368898978433,0.7976190476190477,0.7994505494505495
2075,Port sphgeom to Python 3,1.0,0.3337116912599319,0.7976190476190477,0.7994505494505495
2076,Pex_policy tests do not run properly unless you are in the pex_policy directory,0.25,0.9897843359818388,0.7976190476190477,0.7994505494505495
2077,Odd Jenkins failure,1.0,0.5550510783200908,0.8232600732600732,0.8232600732600732
2078,Migrate sphgeom to pytest,1.0,0.04767309875141884,0.21428571428571427,0.21428571428571427
2079,Log scale doesn't work with sample table attached,2.0,0.21112372304199772,0.10347985347985347,0.10256410256410256
2080,Science Pipelines Modernization,20.0,0.7582292849035187,1.0,1.0
2081,Modify daf_persistence to support pytests,1.0,0.3337116912599319,0.2600732600732601,0.2600732600732601
2082,Modify ip_diffim to support pytest,1.0,0.3337116912599319,0.2600732600732601,0.2600732600732601
2083,"Adapt display_firefly to new Firefly API, and to py3",10.0,0.094211123723042,0.0695970695970696,0.06868131868131869
2084,Draft Data Backbone Scenario: Ceph,6.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
2085,Port ci_hsc to Python 3,1.0,0.3348467650397276,0.7976190476190477,0.7994505494505495
2086,Port meas_extensions_ngmix to Python 3,1.0,0.3337116912599319,0.7976190476190477,0.7994505494505495
2087,Adapt FireflyClient (renamed to firefly_client.py) to Python 3,2.0,0.15664018161180476,0.0695970695970696,0.06868131868131869
2088,Check ngmix works on Python 3,1.0,0.3337116912599319,0.7976190476190477,0.7994505494505495
2089,Port validate_drp to Python 3,0.5,0.9125993189557321,0.7976190476190477,0.7994505494505495
2090,Modify meas_extensions_photometryKron tests to support pytest,0.5,0.04767309875141884,0.020146520146520148,0.020146520146520148
2091,Develop infrastructure for pybind11 conversion,45.0,0.7582292849035187,1.0,1.0
2092,Continued participation in DM replanning process,30.0,0.7582292849035187,1.0,1.0
2093,Modify meas_extensions_simpleShape tests to support pytest,0.5,0.04767309875141884,0.020146520146520148,0.020146520146520148
2094,HSC port: new functionality,25.0,0.7582292849035187,1.0,1.0
2095,Create user guide documentation for squash,7.0,0.7298524404086265,0.5576923076923077,0.5576923076923077
2096,Port skymap to pytest,1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
2097,Rotation of image display bug,2.0,0.10556186152099886,0.10347985347985347,0.10256410256410256
2098,ChoiceField requires unicode strings,0.2,0.9897843359818388,0.8232600732600732,0.8232600732600732
2099,Fix-up any code that uses butler.repository,2.0,0.0011350737797956867,0.0018315018315018315,0.0018315018315018315
2100,Review potential candidate technologies for the alert production system,10.0,0.06583427922814983,0.44047619047619047,0.4413919413919414
2101,Add lsst-mariadbclient recipe to conda-lsst,3.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
2102,Handle lsst.utils.tests dependency better in testExecutables.py,1.0,0.7582292849035187,0.020146520146520148,0.020146520146520148
2103,Make executable unittests runnable under the py.test framework in sphgeom,0.5,0.04767309875141884,0.020146520146520148,0.020146520146520148
2104,Modify meas_extensions_psfex tests to support pytest,0.1,0.04767309875141884,0.020146520146520148,0.020146520146520148
2105,Modify meas_extensions_shapeHSM tests to support pytest,0.1,0.04767309875141884,0.020146520146520148,0.020146520146520148
2106,Modify obs_sdss to support pytest,1.0,0.3337116912599319,0.2600732600732601,0.2600732600732601
2107,Modify meas_deblender tests to support pytest,0.5,0.04767309875141884,0.020146520146520148,0.020146520146520148
2108,reenable 2 disabled tests in Interp.py,0.1,0.06129398410896708,0.08516483516483517,0.08424908424908426
2109,Cleanup ip_diffim's afwData test skipping,1.0,0.38819523269012485,0.5009157509157509,0.5009157509157509
2110,processCcd.py fails on obs_file writing flags from icSourceCat to SourceCat,0.25,0.11577752553916004,0.09615384615384616,0.09615384615384616
2111,Prepare for testing the candidate technology for the alert distribution system,20.0,0.06583427922814983,0.44047619047619047,0.4413919413919414
2112,Modernize assertions in meas_deblender tests/testEdges.py,1.0,0.0,0.020146520146520148,0.020146520146520148
2113,Use the Kafka framework to simulate producers and consumers of the alert stream,25.0,0.06583427922814983,0.44047619047619047,0.4413919413919414
2114,Provide a set of parameters to measure and contexts to test,20.0,0.06583427922814983,0.44047619047619047,0.4413919413919414
2115,Run test on prototype alert distribution and report on results,20.0,0.06583427922814983,0.44047619047619047,0.4413919413919414
2116,Modify meas_modelfit tests to support pytest,0.5,0.04767309875141884,0.020146520146520148,0.020146520146520148
2117,Investigate noise decorrelation in the presence of both Lupton style preconvolution and ZOGY style symmetric PSFs,60.0,0.09194097616345062,0.44047619047619047,0.4413919413919414
2118,Rewrite secondary index system and merge empty chunks functionality,30.0,0.0,0.9459706959706959,0.024725274725274724
2119,AP Emergent work -- F16B,50.0,0.38819523269012485,0.44047619047619047,0.4413919413919414
2120,convert stack packages from paf policy to yaml policy,2.0,0.337116912599319,0.26373626373626374,0.2619047619047619
2121,Improve HTM catalogs and remove a.net dependencies,30.0,0.0,0.44047619047619047,0.4413919413919414
2122,Provide input for the update of LDM-151 in F16B,30.0,0.38819523269012485,0.44047619047619047,0.4413919413919414
2123,Diagnose issues with optimistic B and implement improvements,40.0,0.24858115777525538,0.44047619047619047,0.4413919413919414
2124,Improve AP documentation and useability,40.0,0.0,0.44047619047619047,0.4413919413919414
2125,On-boarding activities for KF,40.0,0.0,0.44047619047619047,0.4413919413919414
2126,On-boarding activities for CM,40.0,0.0,0.44047619047619047,0.4413919413919414
2127,Rendering an IR node tree should produce properly parenthesized output,8.0,0.5743473325766175,0.027472527472527472,0.027472527472527472
2128,On-boarding activities for MR,40.0,0.0,0.44047619047619047,0.4413919413919414
2129,Add information on milestone relationships to DMTN-020,1.0,0.7582292849035187,1.0,1.0
2130,Add note to DMTN-020 covering onboarding work assigned to 00 WBS,1.0,0.7582292849035187,1.0,1.0
2131,Failure to identify location of clear supernova in a subtraction,8.0,0.09194097616345062,0.09615384615384616,0.09615384615384616
2132,Modify obs_subaru tests to support pytest,0.25,0.04767309875141884,0.020146520146520148,0.020146520146520148
2133,random seed not run in command line test,1.0,0.3337116912599319,0.2600732600732601,0.2600732600732601
2134,Fix missing rows in queries on the cluster,10.0,0.19182746878547105,0.09432234432234432,0.09432234432234432
2135,PEP8 Compliance for conda-lsst,0.5,0.13393870601589103,0.09706959706959707,0.09706959706959707
2136,Modify obs_lsstSim to support py.test,0.5,0.11577752553916004,0.09615384615384616,0.09615384615384616
2137,Make temporary workaround for DM-7377,0.1,0.3348467650397276,0.20238095238095238,0.20238095238095238
2138,Jenkins/lsstsw no longer seems to build optional dependencies in all cases,0.5,0.9897843359818388,0.7976190476190477,0.7994505494505495
2139,Modify obs_decam to support py.test,0.5,0.5675368898978433,0.09615384615384616,0.09615384615384616
2140,ConOps planning for Archiving,10.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
2141,Create a public function to reset to the default mask planes,1.0,0.0,0.2600732600732601,0.2600732600732601
2142,Improve tests highly sensitive to random seeds,2.0,0.0,0.2600732600732601,0.2600732600732601
2143,Port obs_monocam to Python 3,1.0,0.5675368898978433,1.0,1.0
2144,More LDM-151 Review Updates,1.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
2145,First pass through all services possessing Concepts of Operations to identify main components,8.0,0.15891032917139614,0.8745421245421245,0.9010989010989011
2146,Gather requirements from commissioning workshop,10.0,0.2122587968217934,0.8745421245421245,0.9010989010989011
2147,Create a suite of image subtraction test cases,8.0,0.0,0.09615384615384616,0.09615384615384616
2148,Add quasars to StarFast simulations,4.0,0.40408626560726446,0.4706959706959707,0.4697802197802198
2149,Add simulated galaxies to StarFast,6.0,0.40408626560726446,0.4706959706959707,0.4697802197802198
